,rent,dist,nrooms,age,size,noccup,price
18690,,12.0,2.0,27.0,7.0,3,5431029.0
18691,264.0,12.0,2.0,20.0,5.0,3,114550.0
18692,246.0,12.0,2.0,29.0,7.0,3,112350.0
18693,164.0,12.0,2.0,22.0,8.0,4,93750.0
18694,93.0,28.0,2.0,26.0,8.0,3,40650.0
18695,119.0,28.0,2.0,44.0,5.0,3,34450.0
18696,161.0,28.0,2.0,25.0,3.0,2,58721.32907578234
18697,127.0,28.0,2.0,34.0,4.0,3,36300.0
18698,137.0,28.0,2.0,36.0,4.0,3,37400.0
18699,143.0,28.0,2.0,17.0,6.0,3,59400.0
18700,229.0,28.0,2.0,7.0,4.0,3,50849.99999999999
18701,244.0,28.0,2.0,22.0,8.0,3,43750.0
18702,199.0,28.0,2.0,24.0,4.0,3,41400.0
18703,117.0,28.0,2.0,43.0,5.0,3,29100.0
18704,265.0,28.0,2.0,23.0,5.0,3,50600.0
18705,202.0,19.0,2.0,36.0,5.0,3,37650.0
18706,276.0,28.0,2.0,28.0,5.0,3,43450.0
18707,99.0,28.0,2.0,40.0,4.0,3,39100.0
18708,213.0,28.0,2.0,35.0,5.0,3,37800.0
18709,208.0,28.0,24.0,43.0,5.0,3,52100.0
18710,105.0,28.0,2.0,38.0,6.0,3,42200.0
18711,200.0,28.0,2.0,24.0,4.0,3,69450.0
18712,174.0,28.0,2.0,17.0,6.0,3,29100.0
18713,295.0,28.0,2.0,,5.0,3,74350.0
18714,308.0,28.0,2.0,10.0,5.0,3,60050.0
18715,124.0,28.0,2.0,23.0,6.0,3,45050.0
18716,235.0,28.0,2.0,9.0,5.0,3,51549.99999999999
18717,258.0,28.0,2.0,5.0,6.0,3,54306.79858866968
18718,105.0,28.0,32.0,22.0,4.0,3,33250.0
18719,129.0,28.0,2.0,14.0,4.0,3,52500.0
18720,,28.0,2.0,7.0,4.0,3,55700.00000000001
18721,181.0,28.0,2.0,13.0,4.0,3,39350.0
18722,171.0,28.0,2.0,,4.0,3,47100.0
18723,276.0,19.0,2.0,10.0,6.0,3,74069.38498855443
18724,285.0,28.0,2.0,5.0,5.0,3,55550.0
18725,225.0,28.0,2.0,2.0,8.0,3,57099.99999999999
18726,120.0,28.0,2.0,19.0,5.0,3,49400.0
18727,151.0,28.0,2.0,20.0,4.0,3,32400.0
18728,200.0,,,26.0,4.0,3,68350.0
18729,198.0,28.0,2.0,21.0,5.0,3,56650.0
18730,391.0,28.0,2.0,13.0,6.0,3,73250.0
18731,232.0,,2.0,19.0,5.0,3,43250.0
18732,152.0,28.0,2.0,28.0,5.0,3,34639.35000919114
18733,159.0,28.0,2.0,28.0,4.0,3,40400.0
18734,294.0,28.0,2.0,24.0,5.0,3,42950.0
18735,186.0,28.0,2.0,20.0,5.0,3,50300.0
18736,284.0,28.0,2.0,18.0,6.0,3,49050.0
18737,142.0,28.0,2.0,16.0,6.0,3,40800.0
18738,149.0,28.0,39.0,12.0,5.0,3,42600.0
18739,203.0,28.0,2.0,17.0,4.0,3,48900.0
18740,163.0,28.0,28.0,31.0,6.0,3,38650.0
18741,126.0,28.0,2.0,18.0,3.0,3,34700.0
18742,152.0,28.0,2.0,26.0,5.0,3,33950.0
18743,191.0,28.0,2.0,16.0,5.0,3,37950.0
18744,253.0,28.0,2.0,15.0,5.0,3,46900.0
18745,266.0,28.0,2.0,11.0,5.0,3,50049.99999999999
18746,149.0,28.0,2.0,16.0,5.0,3,59600.0
18747,263.0,28.0,2.0,23.0,5.0,3,58350.0
18748,251.0,,2.0,,5.0,3,59200.0
18749,,27.0,2.0,21.0,5.0,3,41550.0
18750,160.0,29.0,21.0,22.0,5.0,3,42350.0
18751,190.0,19.0,2.0,15.0,5.0,3,46100.0
18752,,28.0,2.0,23.0,5.0,3,40200.0
18753,130.0,28.0,2.0,21.0,5.0,3,30750.0
18754,130.0,28.0,2.0,32.0,5.0,3,30300.0
18755,103.0,28.0,2.0,36.0,4.0,3,28300.0
18756,152.0,28.0,2.0,28.0,5.0,3,29900.0
18757,165.0,28.0,2.0,10.0,5.0,3,5861112.0
18758,,28.0,2.0,17.0,6.0,3,37900.0
18759,220.0,19.0,2.0,11.0,5.0,3,70800.0
18760,287.0,28.0,2.0,16.0,6.0,3,64149.99999999999
18761,174.0,28.0,2.0,16.0,5.0,3,65350.0
18762,273.0,19.0,2.0,15.0,5.0,3,54250.0
18763,180.0,28.0,2.0,18.0,4.0,3,52700.0
18764,111.0,29.0,2.0,18.0,4.0,3,37900.0
18765,215.0,27.0,2.0,17.0,8.0,3,48374.43352641851
18766,298.0,28.0,2.0,14.0,5.0,3,69250.0
18767,386.0,28.0,,18.0,6.0,3,75400.0
18768,341.0,27.0,2.0,23.0,6.0,3,93563.79220397046
18769,153.0,27.0,2.0,10.0,5.0,3,33400.0
18770,151.0,27.0,2.0,25.0,5.0,3,34909.90749313267
18771,104.0,27.0,2.0,30.0,5.0,3,24050.0
18772,149.0,27.0,2.0,21.0,5.0,3,29900.0
18773,147.0,,2.0,20.0,4.0,'3',5643657.0
18774,176.0,27.0,2.0,29.0,4.0,3,33000.0
18775,124.0,,2.0,32.0,5.0,3,34250.0
18776,170.0,19.0,2.0,14.0,5.0,3,39300.0
18777,269.0,27.0,2.0,27.0,5.0,3,40300.0
18778,214.0,27.0,2.0,17.0,5.0,3,49350.0
18779,229.0,27.0,2.0,18.0,5.0,3,47750.0
18780,101.0,27.0,2.0,26.0,,3,29500.0
18781,138.0,27.0,2.0,17.0,5.0,3,38200.0
18782,245.0,19.0,2.0,26.0,5.0,3,50800.0
18783,159.0,27.0,2.0,30.0,5.0,3,33050.0
18784,156.0,27.0,2.0,21.0,5.0,3,37400.0
18785,249.0,27.0,2.0,18.0,5.0,3,42700.0
18786,164.0,27.0,2.0,16.0,5.0,3,38200.0
18787,161.0,28.0,2.0,16.0,5.0,3,41158.270375046646
18788,210.0,28.0,2.0,16.0,5.0,3,52850.0
18789,247.0,27.0,2.0,12.0,6.0,3,49250.0
18790,209.0,27.0,2.0,17.0,5.0,3,38250.0
18791,134.0,29.0,2.0,20.0,4.0,3,37250.0
18792,210.0,29.0,25.0,27.0,5.0,3,46700.0
18793,340.0,28.0,2.0,13.0,5.0,3,85600.0
18794,159.0,28.0,2.0,22.0,5.0,3,61600.0
18795,141.0,30.0,2.0,33.0,8.0,3,32900.0
18796,169.0,29.0,2.0,18.0,4.0,3,39400.0
18797,208.0,29.0,2.0,20.0,5.0,3,53900.0
18798,227.0,29.0,2.0,14.0,5.0,3,5467923.0
18799,166.0,29.0,2.0,26.0,8.0,3,26000.0
18800,187.0,28.0,2.0,17.0,5.0,3,32800.0
18801,236.0,27.0,2.0,0.0,7.0,3,43750.0
18802,300.0,28.0,37.0,14.0,8.0,3,70600.0
18803,263.0,27.0,2.0,17.0,5.0,3,53014.26490903969
18804,172.0,,2.0,13.0,5.0,3,49750.0
18805,161.0,27.0,2.0,8.0,5.0,3,40200.0
18806,208.0,26.0,2.0,14.0,4.0,three,38700.0
18807,131.0,28.0,2.0,24.0,5.0,3,45150.0
18808,217.0,28.0,2.0,31.0,5.0,3,38900.0
18809,226.0,28.0,2.0,15.0,5.0,3,30650.0
18810,170.0,28.0,2.0,17.0,4.0,3,28900.0
18811,167.0,28.0,2.0,23.0,5.0,3,32250.0
18812,175.0,27.0,2.0,16.0,5.0,3,45150.0
18813,212.0,29.0,2.0,22.0,5.0,3,44350.0
18814,200.0,19.0,2.0,33.0,5.0,3,38750.0
18815,208.0,20.0,2.0,32.0,5.0,3,36450.0
18816,184.0,8.0,2.0,14.0,5.0,3,46500.0
18817,,20.0,3.0,32.0,4.0,3,35500.0
18818,177.0,20.0,2.0,40.0,5.0,3,31250.0
18819,291.0,20.0,3.0,17.0,4.0,3,46200.0
18820,271.0,20.0,2.0,52.0,5.0,3,34300.0
18821,140.0,20.0,2.0,48.0,5.0,3,33300.0
18822,154.0,20.0,3.0,26.0,4.0,3,48050.0
18823,134.0,32.0,2.0,40.0,5.0,3,21750.0
18824,,33.0,2.0,28.0,5.0,3,22000.0
18825,,34.0,2.0,19.0,5.0,3,29300.0
18826,,34.0,2.0,,5.0,3,27700.000000000004
18827,162.0,33.0,2.0,17.0,5.0,3,30700.0
18828,136.0,35.0,2.0,18.0,5.0,3,26750.0
18829,204.0,36.0,2.0,25.0,5.0,3,32300.0
18830,172.0,36.0,37.0,25.0,5.0,3,27200.000000000004
18831,147.0,35.0,2.0,23.0,5.0,3,32700.0
18832,,34.0,2.0,23.0,5.0,3,31000.0
18833,180.0,33.0,2.0,21.0,6.0,3,35050.0
18834,154.0,34.0,2.0,15.0,4.0,3,27850.000000000004
18835,248.0,34.0,2.0,33.0,4.0,'3',40650.0
18836,140.0,34.0,2.0,36.0,4.0,3,35600.0
18837,166.0,34.0,2.0,50.0,4.0,3,31600.0
18838,0.0,34.0,2.0,15.0,8.0,3,34059.15616951539
18839,190.0,34.0,2.0,19.0,5.0,3,47100.0
18840,232.0,33.0,2.0,19.0,5.0,3,50000.0
18841,165.0,33.0,2.0,29.0,5.0,3,30450.0
18842,204.0,33.0,2.0,20.0,5.0,3,39800.0
18843,129.0,33.0,2.0,31.0,5.0,3,30850.0
18844,125.0,33.0,2.0,34.0,5.0,3,31650.0
18845,206.0,32.0,2.0,14.0,5.0,3,40550.0
18846,234.0,32.0,2.0,19.0,5.0,3,38050.0
18847,123.0,32.0,2.0,45.0,5.0,3,23100.0
18848,95.0,32.0,2.0,28.0,5.0,3,33618.52044132537
18849,130.0,32.0,2.0,23.0,4.0,3,40050.0
18850,89.0,31.0,2.0,45.0,4.0,3,35950.0
18851,161.0,31.0,2.0,13.0,4.0,3,40750.0
18852,183.0,31.0,2.0,29.0,4.0,3,48550.0
18853,210.0,31.0,2.0,15.0,4.0,3,55050.0
18854,258.0,31.0,2.0,15.0,,3,64400.0
18855,152.0,31.0,2.0,26.0,4.0,'3',28750.0
18856,164.0,31.0,2.0,40.0,4.0,3,32750.0
18857,119.0,30.0,2.0,52.0,4.0,3,28000.000000000004
18858,80.0,31.0,3.0,31.0,4.0,3,17100.0
18859,168.0,31.0,2.0,52.0,4.0,3,31450.0
18860,382.0,18.0,2.0,15.0,6.0,3,89750.0
18861,371.0,18.0,2.0,5.0,6.0,3,107400.0
18862,238.0,18.0,2.0,31.0,5.0,3,65500.0
18863,232.0,18.0,2.0,35.0,5.0,3,62300.0
18864,285.0,18.0,2.0,36.0,5.0,3,64950.0
18865,238.0,18.0,2.0,43.0,5.0,3,56350.0
18866,226.0,18.0,2.0,,5.0,3,46650.0
18867,221.0,18.0,2.0,40.0,5.0,3,55800.00000000001
18868,234.0,18.0,2.0,,5.0,3,55400.00000000001
18869,259.0,18.0,2.0,44.0,5.0,3,55950.0
18870,170.0,18.0,2.0,47.0,5.0,3,44350.0
18871,290.0,18.0,2.0,37.0,5.0,3,63500.0
18872,397.0,18.0,2.0,18.0,6.0,3,85950.0
18873,232.0,18.0,2.0,37.0,6.0,3,48350.0
18874,,18.0,2.0,37.0,7.0,3,47400.0
18875,436.0,18.0,2.0,4.0,6.0,3,112600.0
18876,,,2.0,48.0,8.0,3,43950.0
18877,186.0,18.0,2.0,26.0,5.0,3,45000.0
18878,195.0,18.0,2.0,13.0,5.0,3,81250.0
18879,97.0,18.0,2.0,24.0,3.0,three,47300.0
18880,88.0,18.0,2.0,30.0,3.0,3,66650.0
18881,172.0,8.0,2.0,52.0,5.0,3,54700.00000000001
18882,206.0,18.0,2.0,,5.0,3,54950.0
18883,187.0,18.0,2.0,46.0,4.0,3,73950.0
18884,160.0,18.0,2.0,52.0,4.0,3,48600.0
18885,0.0,8.0,2.0,46.0,5.0,3,105493.4309901758
18886,,8.0,23.0,49.0,5.0,3,51749.99999999999
18887,228.0,18.0,2.0,52.0,5.0,3,53650.0
18888,174.0,18.0,2.0,42.0,5.0,3,58035.557442504156
18889,194.0,18.0,2.0,47.0,5.0,3,62415.317760131904
18890,317.0,18.0,2.0,49.0,4.0,3,72900.0
18891,300.0,18.0,2.0,47.0,4.0,3,70750.0
18892,,18.0,2.0,52.0,4.0,3,74100.0
18893,244.0,18.0,2.0,29.0,4.0,3,71450.0
18894,307.0,18.0,,37.0,8.0,3,63449.99999999999
18895,321.0,18.0,2.0,39.0,4.0,3,76200.0
18896,300.0,18.0,2.0,42.0,4.0,3,83450.0
18897,193.0,18.0,2.0,47.0,5.0,3,54900.00000000001
18898,195.0,18.0,2.0,49.0,5.0,3,51549.99999999999
18899,164.0,18.0,2.0,52.0,4.0,3,48950.0
18900,147.0,18.0,2.0,52.0,5.0,3,46900.0
18901,130.0,18.0,2.0,52.0,4.0,3,49200.0
18902,200.0,18.0,2.0,52.0,4.0,3,54850.0
18903,232.0,18.0,2.0,28.0,5.0,3,51849.99999999999
18904,202.0,18.0,2.0,45.0,4.0,3,55900.00000000001
18905,205.0,18.0,2.0,42.0,6.0,3,60000.0
18906,303.0,18.0,37.0,26.0,6.0,3,60950.00000000001
18907,301.0,18.0,2.0,34.0,,3,67350.0
18908,0.0,18.0,2.0,16.0,8.0,4,54449.50269926481
18909,403.0,18.0,2.0,12.0,8.0,4,75300.0
18910,122.0,18.0,2.0,28.0,4.0,3,45600.0
18911,279.0,18.0,2.0,15.0,6.0,3,65800.0
18912,,18.0,2.0,10.0,7.0,3,72050.0
18913,277.0,18.0,2.0,29.0,7.0,3,61800.0
18914,413.0,18.0,2.0,7.0,7.0,3,85550.0
18915,131.0,18.0,36.0,33.0,6.0,3,43200.0
18916,172.0,18.0,2.0,36.0,6.0,3,45200.0
18917,198.0,17.0,2.0,14.0,3.0,3,84250.0
18918,235.0,17.0,2.0,52.0,4.0,3,92550.0
18919,350.0,17.0,2.0,34.0,4.0,3,104150.0
18920,348.0,17.0,2.0,20.0,5.0,3,108750.0
18921,399.0,,2.0,10.0,5.0,3,100900.0
18922,462.0,17.0,2.0,15.0,6.0,3,109850.0
18923,339.0,17.0,2.0,14.0,5.0,3,95150.0
18924,332.0,8.0,2.0,16.0,5.0,3,100604.87979798099
18925,402.0,17.0,2.0,10.0,5.0,3,97900.0
18926,462.0,17.0,2.0,7.0,6.0,3,114600.0
18927,336.0,18.0,2.0,5.0,5.0,3,105000.0
18928,,17.0,,8.0,4.0,3,83150.0
18929,246.0,17.0,2.0,27.0,4.0,3,75300.0
18930,350.0,17.0,2.0,31.0,8.0,3,71550.0
18931,179.0,17.0,2.0,11.0,4.0,3,61250.00000000001
18932,249.0,18.0,2.0,40.0,5.0,3,85100.0
18933,462.0,18.0,2.0,17.0,6.0,3,164400.0
18934,462.0,18.0,2.0,18.0,4.0,3,196500.0
18935,462.0,18.0,,21.0,5.0,3,160200.0
18936,400.0,8.0,2.0,4.0,6.0,3,88050.0
18937,393.0,18.0,2.0,7.0,6.0,3,80650.0
18938,453.0,,,15.0,5.0,3,98850.0
18939,398.0,18.0,2.0,13.0,6.0,3,97500.0
18940,380.0,18.0,2.0,14.0,6.0,3,85650.0
18941,326.0,18.0,34.0,8.0,5.0,3,87992.74421520515
18942,462.0,18.0,26.0,2.0,6.0,3,152600.0
18943,275.0,18.0,2.0,12.0,5.0,3,67500.0
18944,393.0,18.0,2.0,25.0,6.0,3,65300.0
18945,336.0,18.0,2.0,15.0,6.0,3,72000.0
18946,462.0,18.0,2.0,5.0,6.0,3,111950.0
18947,372.0,17.0,,3.0,6.0,3,80850.0
18948,407.0,17.0,0.0,4.0,6.0,3,103612.79668843359
18949,189.0,17.0,2.0,36.0,4.0,3,81250.0
18950,201.0,18.0,2.0,32.0,6.0,3,49450.0
18951,286.0,18.0,2.0,37.0,5.0,3,49500.0
18952,248.0,18.0,2.0,36.0,6.0,3,49500.0
18953,251.0,18.0,2.0,34.0,5.0,3,78318.32080775852
18954,253.0,18.0,2.0,36.0,6.0,3,52950.0
18955,,18.0,2.0,15.0,,3,64900.0
18956,213.0,17.0,2.0,38.0,5.0,3,47100.0
18957,,18.0,2.0,39.0,5.0,3,5227904.0
18958,209.0,18.0,2.0,34.0,5.0,3,52950.0
18959,203.0,17.0,2.0,37.0,4.0,3,46100.0
18960,232.0,17.0,2.0,32.0,4.0,3,108500.10412591186
18961,180.0,17.0,2.0,52.0,4.0,3,62500.0
18962,231.0,18.0,2.0,21.0,5.0,3,63149.99999999999
18963,238.0,18.0,2.0,16.0,5.0,3,64800.0
18964,204.0,18.0,2.0,24.0,5.0,3,59250.0
18965,221.0,18.0,2.0,25.0,8.0,3,54250.0
18966,194.0,17.0,2.0,27.0,5.0,3,52350.0
18967,,17.0,2.0,35.0,5.0,3,50549.99999999999
18968,240.0,18.0,2.0,20.0,5.0,3,49550.0
18969,240.0,17.0,2.0,20.0,5.0,3,60200.0
18970,304.0,17.0,2.0,17.0,6.0,3,63300.0
18971,272.0,17.0,2.0,8.0,5.0,3,65800.0
18972,394.0,17.0,2.0,1.0,6.0,3,97390.05641212781
18973,405.0,17.0,2.0,29.0,6.0,3,78850.0
18974,126.0,17.0,2.0,22.0,8.0,4,43750.0
18975,149.0,17.0,2.0,30.0,4.0,3,62826.379634317214
18976,306.0,8.0,2.0,13.0,7.0,3,67400.0
18977,289.0,17.0,2.0,11.0,6.0,3,68950.0
18978,350.0,17.0,,16.0,8.0,4,65650.0
18979,233.0,17.0,2.0,10.0,5.0,3,63249.99999999999
18980,369.0,8.0,2.0,7.0,7.0,3,71450.0
18981,368.0,17.0,2.0,4.0,6.0,3,93604.22605053053
18982,344.0,17.0,2.0,12.0,6.0,3,69850.0
18983,,17.0,2.0,16.0,4.0,3,68750.0
18984,456.0,17.0,2.0,18.0,6.0,3,130550.0
18985,192.0,17.0,2.0,35.0,8.0,4,40650.0
18986,,18.0,2.0,17.0,3.0,3,60050.0
18987,242.0,18.0,2.0,14.0,5.0,3,71900.0
18988,76.0,18.0,2.0,25.0,2.0,2,39300.0
18989,377.0,18.0,,2.0,6.0,3,102550.0
18990,350.0,8.0,2.0,17.0,6.0,3,125000.0
18991,373.0,18.0,2.0,12.0,6.0,3,140600.0
18992,370.0,18.0,23.0,11.0,6.0,3,149200.0
18993,260.0,18.0,2.0,17.0,5.0,3,122900.0
18994,386.0,18.0,2.0,19.0,6.0,3,105296.15967858974
18995,337.0,,2.0,15.0,6.0,3,130450.0
18996,202.0,18.0,30.0,26.0,5.0,3,96900.0
18997,451.0,18.0,2.0,15.0,7.0,,75850.0
18998,270.0,,2.0,14.0,4.0,3,71750.0
18999,437.0,18.0,2.0,16.0,7.0,3,75100.0
19000,330.0,18.0,2.0,8.0,6.0,3,70050.0
19001,,17.0,2.0,2.0,6.0,3,90500.0
19002,317.0,18.0,2.0,9.0,6.0,3,71050.0
19003,373.0,18.0,2.0,3.0,6.0,3,79150.0
19004,303.0,17.0,2.0,12.0,5.0,3,65300.0
19005,365.0,8.0,2.0,25.0,5.0,3,125000.0
19007,182.0,18.0,2.0,46.0,5.0,3,50849.99999999999
19008,184.0,18.0,2.0,45.0,5.0,3,51449.99999999999
19009,192.0,18.0,2.0,38.0,4.0,3,63000.0
19010,315.0,18.0,,46.0,5.0,3,59450.0
19011,271.0,18.0,2.0,24.0,5.0,3,79250.0
19012,289.0,18.0,2.0,18.0,4.0,3,94850.0
19013,462.0,18.0,2.0,15.0,5.0,3,157600.0
19014,312.0,18.0,2.0,30.0,5.0,3,56250.0
19015,280.0,,2.0,17.0,5.0,3,61000.0
19016,341.0,18.0,2.0,11.0,6.0,3,63600.0
19017,307.0,18.0,2.0,20.0,5.0,3,58650.0
19018,291.0,18.0,2.0,7.0,5.0,3,70150.0
19019,205.0,18.0,2.0,11.0,5.0,3,109400.0
19020,332.0,18.0,37.0,16.0,6.0,3,66300.0
19021,304.0,18.0,,13.0,6.0,3,67400.0
19022,302.0,18.0,2.0,16.0,5.0,3,63400.0
19023,194.0,8.0,2.0,18.0,5.0,3,64750.0
19024,303.0,18.0,2.0,16.0,5.0,3,66100.0
19025,316.0,18.0,2.0,0.0,6.0,3,89566.05364061835
19026,415.0,18.0,2.0,34.0,5.0,3,127832.55567783536
19027,455.0,8.0,20.0,16.0,6.0,3,86700.0
19028,433.0,18.0,2.0,16.0,6.0,3,87850.0
19029,371.0,18.0,2.0,28.0,5.0,3,73100.0
19030,455.0,18.0,2.0,16.0,5.0,3,108200.0
19031,462.0,18.0,2.0,16.0,6.0,3,149488.93943650537
19032,445.0,18.0,2.0,15.0,5.0,3,114100.0
19033,388.0,8.0,2.0,3.0,8.0,3,95950.0
19034,213.0,18.0,2.0,21.0,6.0,3,55750.0
19035,158.0,18.0,2.0,24.0,5.0,3,50549.99999999999
19036,271.0,,2.0,18.0,5.0,3,62500.0
19037,245.0,18.0,2.0,35.0,5.0,,58800.0
19038,204.0,18.0,2.0,34.0,5.0,,59400.0
19039,263.0,,2.0,33.0,4.0,3,42200.0
19040,250.0,18.0,2.0,34.0,5.0,3,78303.89497723371
19041,247.0,17.0,2.0,26.0,5.0,3,105000.0
19042,294.0,18.0,2.0,18.0,6.0,3,89250.0
19043,294.0,17.0,2.0,19.0,6.0,3,46900.0
19044,277.0,18.0,2.0,24.0,6.0,3,76586.62585813145
19045,278.0,8.0,2.0,10.0,6.0,3,77400.0
19046,381.0,8.0,3.0,2.0,5.0,3,83250.0
19047,364.0,18.0,2.0,15.0,6.0,3,73200.0
19048,245.0,18.0,2.0,32.0,5.0,three,53750.0
19049,175.0,18.0,2.0,36.0,5.0,3,61350.00000000001
19050,166.0,17.0,30.0,24.0,6.0,3,49050.0
19051,294.0,17.0,2.0,30.0,5.0,3,66550.0
19052,196.0,,2.0,32.0,6.0,3,106250.0
19053,247.0,16.0,,33.0,4.0,3,48200.0
19054,171.0,16.0,,46.0,4.0,3,47450.0
19055,227.0,16.0,2.0,40.0,4.0,3,82200.0
19056,361.0,16.0,2.0,22.0,5.0,3,57899.99999999999
19057,321.0,16.0,2.0,33.0,4.0,3,40650.0
19058,339.0,19.0,2.0,25.0,5.0,3,154200.0
19059,267.0,19.0,2.0,33.0,5.0,3,80200.9189815846
19060,205.0,19.0,2.0,37.0,6.0,3,127350.0
19061,266.0,19.0,2.0,29.0,3.0,3,128950.0
19062,255.0,19.0,2.0,15.0,4.0,3,104750.0
19063,355.0,19.0,2.0,18.0,5.0,3,166650.0
19064,146.0,19.0,2.0,25.0,3.0,3,71975.46271400021
19065,177.0,19.0,2.0,21.0,4.0,3,86650.0
19066,269.0,8.0,2.0,35.0,4.0,3,135850.0
19067,434.0,19.0,2.0,20.0,6.0,3,148800.0
19068,192.0,19.0,2.0,14.0,3.0,2,104000.0
19069,316.0,8.0,2.0,25.0,4.0,3,131150.0
19070,391.0,19.0,2.0,18.0,4.0,3,124150.0
19071,434.0,19.0,2.0,22.0,5.0,3,5329237.0
19072,248.0,19.0,2.0,30.0,5.0,3,97750.0
19073,243.0,19.0,,27.0,4.0,3,97750.0
19074,251.0,19.0,2.0,14.0,6.0,3,96800.0
19075,198.0,19.0,38.0,17.0,4.0,3,85650.0
19076,285.0,19.0,2.0,26.0,5.0,3,121050.0
19077,,19.0,37.0,8.0,3.0,2,106600.0
19078,326.0,,2.0,15.0,5.0,3,130500.0
19079,245.0,19.0,2.0,17.0,8.0,3,88000.0
19080,235.0,19.0,2.0,31.0,4.0,3,96050.0
19081,174.0,19.0,2.0,29.0,4.0,3,83100.0
19082,,19.0,2.0,,5.0,3,93400.0
19083,233.0,19.0,2.0,42.0,5.0,3,74650.0
19084,321.0,20.0,2.0,24.0,4.0,3,105850.0
19085,,20.0,2.0,27.0,,3,153300.0
19086,309.0,20.0,2.0,36.0,4.0,3,147850.0
19087,230.0,19.0,39.0,25.0,4.0,3,82550.0
19088,284.0,20.0,2.0,40.0,5.0,3,101400.0
19089,352.0,20.0,2.0,25.0,6.0,3,95050.0
19090,261.0,20.0,2.0,17.0,6.0,3,92950.0
19091,224.0,,,18.0,4.0,3,96900.0
19092,462.0,20.0,2.0,19.0,7.0,3,100900.0
19093,393.0,20.0,31.0,18.0,6.0,3,105519.07221459952
19094,354.0,19.0,2.0,16.0,6.0,3,102250.0
19095,381.0,20.0,2.0,18.0,5.0,3,94250.0
19096,364.0,19.0,2.0,16.0,6.0,3,99200.0
19097,278.0,20.0,2.0,20.0,6.0,3,90950.0
19098,302.0,20.0,,33.0,6.0,3,78250.0
19099,307.0,20.0,2.0,33.0,5.0,3,85100.0
19100,351.0,20.0,2.0,17.0,5.0,3,107600.0
19101,215.0,20.0,2.0,20.0,4.0,3,94550.0
19102,349.0,,2.0,24.0,6.0,3,98250.0
19103,402.0,19.0,2.0,7.0,8.0,3,98862.49968850626
19104,272.0,19.0,2.0,8.0,5.0,3,123150.0
19105,385.0,20.0,2.0,9.0,5.0,3,5246436.0
19106,345.0,,2.0,7.0,5.0,3,101150.0
19107,162.0,20.0,2.0,16.0,3.0,2,37500.0
19108,188.0,20.0,2.0,45.0,5.0,3,72750.0
19109,226.0,20.0,2.0,46.0,4.0,3,97050.0
19110,230.0,20.0,2.0,52.0,5.0,3,115450.0
19111,,20.0,2.0,46.0,5.0,3,5137703.0
19112,303.0,20.0,2.0,34.0,4.0,3,116050.0
19113,417.0,,2.0,17.0,6.0,3,133550.0
19114,462.0,8.0,2.0,22.0,5.0,3,145550.0
19115,305.0,20.0,,37.0,4.0,3,111900.0
19116,237.0,20.0,2.0,52.0,4.0,3,100400.0
19117,,20.0,2.0,52.0,4.0,3,126150.0
19118,258.0,,35.0,52.0,5.0,3,100300.0
19119,322.0,20.0,2.0,39.0,5.0,3,125650.0
19120,189.0,8.0,2.0,52.0,3.0,3,122000.0
19121,284.0,20.0,2.0,40.0,5.0,3,75800.0
19122,255.0,8.0,2.0,,4.0,3,96650.0
19123,371.0,20.0,2.0,24.0,5.0,3,121800.0
19124,,20.0,2.0,49.0,5.0,3,113800.0
19125,285.0,,2.0,31.0,5.0,3,81300.0
19126,302.0,,,32.0,5.0,3,142500.0
19127,305.0,20.0,2.0,32.0,6.0,3,144250.0
19128,287.0,20.0,2.0,29.0,5.0,3,5287918.0
19129,,20.0,2.0,29.0,6.0,3,130900.0
19130,243.0,20.0,2.0,32.0,7.0,3,134000.0
19131,328.0,20.0,2.0,35.0,5.0,3,158850.0
19132,267.0,,2.0,47.0,5.0,3,155150.0
19133,180.0,20.0,2.0,16.0,5.0,3,81250.0
19134,329.0,20.0,37.0,26.0,5.0,3,124000.0
19135,284.0,20.0,2.0,28.0,5.0,3,146350.0
19136,253.0,20.0,2.0,30.0,4.0,three,146050.0
19137,193.0,20.0,2.0,44.0,5.0,3,104800.0
19138,347.0,20.0,2.0,29.0,5.0,3,91800.0
19139,277.0,20.0,,13.0,4.0,3,78800.0
19140,314.0,20.0,2.0,14.0,4.0,3,129050.0
19141,272.0,8.0,,16.0,5.0,3,79350.0
19142,424.0,,,15.0,6.0,3,86200.0
19143,279.0,20.0,21.0,0.0,6.0,3,81718.686771499
19144,,20.0,2.0,26.0,5.0,3,80200.0
19145,195.0,20.0,2.0,22.0,4.0,3,60800.0
19146,253.0,20.0,2.0,29.0,5.0,3,78150.0
19147,462.0,20.0,2.0,12.0,7.0,3,127650.0
19148,,20.0,2.0,15.0,4.0,3,67750.0
19149,175.0,20.0,24.0,0.0,3.0,3,52100.0
19150,283.0,20.0,2.0,14.0,4.0,3,73250.0
19151,120.0,,2.0,14.0,3.0,2,33750.0
19152,211.0,20.0,33.0,19.0,5.0,3,77250.0
19153,238.0,20.0,2.0,23.0,5.0,3,81000.0
19154,361.0,20.0,2.0,8.0,5.0,3,107000.0
19155,420.0,20.0,2.0,16.0,8.0,3,126500.0
19156,333.0,20.0,2.0,16.0,6.0,3,95900.0
19157,186.0,20.0,2.0,6.0,4.0,3,88750.0
19158,377.0,20.0,2.0,16.0,6.0,3,128900.0
